iter	RMSE
233	0.007466447115
234	0.007431524504
235	0.007426032856
236	0.007418461123
237	0.007392527829
238	0.007369381169
239	0.007366330672
240	0.007362415955
241	0.007357867654
242	0.007346495128
243	0.007312250023
244	0.007281319779
245	0.007257279739
246	0.007246342855
247	0.007240193951
248	0.007236713278
249	0.007225999187
250	0.007212726345
251	0.007205212171
252	0.007144158046
253	0.007140093847
254	0.007136026417
255	0.00713272844
256	0.007129442021
257	0.007088052204
258	0.007062956131
259	0.007053753155
260	0.007050842102
261	0.007046562199
262	0.007043573859
263	0.006999165286
264	0.006983439343
265	0.006980570043
266	0.006945841301
267	0.006918350936
268	0.006906360658
269	0.006897994096
270	0.006870567472
271	0.006867879455
272	0.006865007053
273	0.006861994071
274	0.006848480319
275	0.00680407918
276	0.006801464641
277	0.006798958761
278	0.006768332063
279	0.006761046341
280	0.006752994011
281	0.006746009194
282	0.00673159702
283	0.006688905843
284	0.006679859963
285	0.006672474026
286	0.006663354733
287	0.00662369271
288	0.006613666402
289	0.006604774059
290	0.006592733238
291	0.006583934688
292	0.00658189081
293	0.0065798358
294	0.006567701102
295	0.00654978315
296	0.006547672977
297	0.006527304145
298	0.006515920913
299	0.006489257587
300	0.006485129478
301	0.006446975302
302	0.00643280589
303	0.006425311119
304	0.006403826905
305	0.006393538744
306	0.006382299385
307	0.006348617311
308	0.006342584322
309	0.006334329821
310	0.006301822686
311	0.006294038135
312	0.006285107213
313	0.006274755246
314	0.006267128952
315	0.006255650833
316	0.006253975111
317	0.006227871931
318	0.006220750755
319	0.006215633279
320	0.006192714982
321	0.006191093441
322	0.00618399263
323	0.006177222705
324	0.006175507653
325	0.006168263611
326	0.006166583273
327	0.00615914858
328	0.006152133978
329	0.006145649056
330	0.006136255151
331	0.006128215887
332	0.00612468344
333	0.006121247142
334	0.006118149887
335	0.006109322708
336	0.006104906114
337	0.006095882063
338	0.006076337852
339	0.006069751199
340	0.006062350443
341	0.006061032259
342	0.006036789396
343	0.006020994407
344	0.006019665156
345	0.005989149454
346	0.005980610006
347	0.005979244292
348	0.005973897203
349	0.005966147883
350	0.005947024697
351	0.005928119045
352	0.005926814321
353	0.005920447779
354	0.005912627029
355	0.005905567131
356	0.00588892016
357	0.0058614351
358	0.005858587688
359	0.005833700999
360	0.005826484502
361	0.005799736298
362	0.00578235173
363	0.005757998568
364	0.005752510347
365	0.005728120176
366	0.005720516563
367	0.005710720393
368	0.005695777648
369	0.005675323686
370	0.00567411509
371	0.005672932779
372	0.005666040058
373	0.005646383474
374	0.005640642851
375	0.0056341043
376	0.00562758694
377	0.005620239726
378	0.005598415806
379	0.005591521332
380	0.005584693065
381	0.005578061513
382	0.005556883649
383	0.005547671935
384	0.005544931016
385	0.005542285976
386	0.005529576094
387	0.005523888719
388	0.005510688523
389	0.005494239964
390	0.005487854466
391	0.005486842742
392	0.005480212573
393	0.005474610102
394	0.005456208616
395	0.005432337117
396	0.005428203591
397	0.00542571706
398	0.005409979501
399	0.005398397586
400	0.005385235417
401	0.005382258172
402	0.005363745035
403	0.005361676768
404	0.00535228424
405	0.005342095327
406	0.005326650116
407	0.005323137014
408	0.005318644928
409	0.00530439218
410	0.005298828732
411	0.00529575071
412	0.005288624249
413	0.005285070673
414	0.005265711112
415	0.005258840675
416	0.005239001143
417	0.005228298908
418	0.005219982249
419	0.005201262564
420	0.005200583608
421	0.005192697683
422	0.005174911301
423	0.00516687019
424	0.00515137192
425	0.005140197143
426	0.00513157092
427	0.005128041356
428	0.005107686548
429	0.005105088733
430	0.005090881533
431	0.00508531031
432	0.005072520151
433	0.005067673919
434	0.005052548758
435	0.005051896401
436	0.005045525629
437	0.00504068798
438	0.005040072121
439	0.005023897807
440	0.005017090479
441	0.005007024045
442	0.004997534232
443	0.00498810564
444	0.004980021658
445	0.004970938357
446	0.004963418169
447	0.004955159066
448	0.004950201217
449	0.004945162924
450	0.004930499916
451	0.004924173287
452	0.004921809139
453	0.00490829163
454	0.004896939566
455	0.004892122279
456	0.004888865663
457	0.004879898314
458	0.004877714993
459	0.004862874353
460	0.004855910068
461	0.00485132705
462	0.004835520083
463	0.004826100426
464	0.004812642397
465	0.004808571655
466	0.004796720764
467	0.004791209764
468	0.00477739981
469	0.004765148309
470	0.00476070142
471	0.004756527988
472	0.004752605494
473	0.004734875607
474	0.004719787036
475	0.004711924275
476	0.004706524774
477	0.00470345196
478	0.004691608497
479	0.004679012179
480	0.004665235848
481	0.004662452332
482	0.004647808876
483	0.004641370417
484	0.004622854379
485	0.004620201695
486	0.00460815548
487	0.004605206487
488	0.004596248955
489	0.004585297514
490	0.00458354567
491	0.004574444289
492	0.004570190139
493	0.004556485998
494	0.004547976448
495	0.004544660832
496	0.004528314748
497	0.0045266006
498	0.004522730647
499	0.004512390282
500	0.004495825008
501	0.004486919755
502	0.004471222627
503	0.004467434522
504	0.004460793492
505	0.004456525548
506	0.004454144556
507	0.00443445297
508	0.004431253893
509	0.00442549862
510	0.00441361723
511	0.004407172662
512	0.004404038143
513	0.00440175959
514	0.004391931098
515	0.004381051174
516	0.004378650575
517	0.004374590509
518	0.004368432557
519	0.004354150694
520	0.004347662383
521	0.004345004312
522	0.004339349776
523	0.004325793304
524	0.004315363534
525	0.004310243478
526	0.004298805278
527	0.004293781913
528	0.004291224659
529	0.004284324815
530	0.004278253395
531	0.004277174928
532	0.004264679626
533	0.00425859675
534	0.004255564534
535	0.004250198084
536	0.004240588488
537	0.004230768506
538	0.004225660463
539	0.004224501781
540	0.004213581448
541	0.00420955529
542	0.004199327395
543	0.004187932256
544	0.004182096276
545	0.004175270457
546	0.004169833576
547	0.00416753506
548	0.004161016765
549	0.004146039462
550	0.004139662628
551	0.004137262039
552	0.004135509016
553	0.004127335972
554	0.004123696268
555	0.00411734357
556	0.004114939155
557	0.004113743929
558	0.004107496285
559	0.004098122062
560	0.004089718496
561	0.004083288604
562	0.004073400773
563	0.004068008169
564	0.004053581041
565	0.0040421527
566	0.00404037473
567	0.004035932667
568	0.00402426581
569	0.004014670033
570	0.004008429395
571	0.004004372009
572	0.003999559873
573	0.003994950306
574	0.003991456036
575	0.003980797172
576	0.003969923257
577	0.003965382494
578	0.003954795765
579	0.003953669725
580	0.003950862862
581	0.003947690659
582	0.00394415925
583	0.003937352639
584	0.003931351869
585	0.003927675971
586	0.003923521857
587	0.003915986809
588	0.00391174398
589	0.003902956329
590	0.003898641087
591	0.003895504855
592	0.003892119306
593	0.003888156557
594	0.00388160834
595	0.003877238762
596	0.003874290142
597	0.003871892503
598	0.003867084001
599	0.003860469242
600	0.003856996878
601	0.003846837596
602	0.003845017831
603	0.003841754552
604	0.003840700553
605	0.003839113467
606	0.003827074911
607	0.003817879741
608	0.003815320565
609	0.003800964306
610	0.003793436718
611	0.003790042605
612	0.003781570524
613	0.003775696241
614	0.003766949413
615	0.003760904187
616	0.003759370212
617	0.003755876403
618	0.003748236605
619	0.003741839029
620	0.003738591316
621	0.003735398626
622	0.003721647862
623	0.003718295136
624	0.003714675649
625	0.003708136075
626	0.003707258797
627	0.003704506362
628	0.003698643978
629	0.003693695094
630	0.003685933926
631	0.003678425212
632	0.00367155038
633	0.003664015425
634	0.003656601319
635	0.003647339255
636	0.003643666264
637	0.003642258923
638	0.003635525305
639	0.00363022628
640	0.003628371975
641	0.00362027795
642	0.003619510133
643	0.003612579672
644	0.003611447276
645	0.003609598978
646	0.003607074277
647	0.003602181734
648	0.003595267973
649	0.003592658299
650	0.003591299215
651	0.003588508546
652	0.003584288442
653	0.003577873015
654	0.003566620893
655	0.003561838794
656	0.00355924281
657	0.00355807111
658	0.00355390712
659	0.003548621238
660	0.003547330188
661	0.003541980871
662	0.003538120569
663	0.003531261861
664	0.003519805122
665	0.003512513085
666	0.003505821321
667	0.003502537745
668	0.003496350284
669	0.003484839417
670	0.003481084972
671	0.003479327222
672	0.003470929773
673	0.003459906757
674	0.00345844988
675	0.003455768845
676	0.003452214507
677	0.003443101739
678	0.00343440508
679	0.003430149581
680	0.003423307467
681	0.003422117133
682	0.003418245516
683	0.003411419312
684	0.003406400944
685	0.003397958456
686	0.00339236937
687	0.003387505649
688	0.003386479458
689	0.003375698636
690	0.003369681995
691	0.003365177184
692	0.003361620573
693	0.003360159789
694	0.003355350061
695	0.003352047392
696	0.003348397925
697	0.00334025523
698	0.003337031586
699	0.003334807547
700	0.003332643749
701	0.003327292436
702	0.003323497649
703	0.003320984234
704	0.003317506122
705	0.003309973757
706	0.003309283377
707	0.003301603999
708	0.003293838874
709	0.003282897793
710	0.00328199551
711	0.003275082341
712	0.003268558169
713	0.003264926433
714	0.003261626095
715	0.003260893176
716	0.003258491869
717	0.003254897951
718	0.003244270556
719	0.003239966732
720	0.003238963883
721	0.003235761668
722	0.003226602754
723	0.003223869832
724	0.003220454644
725	0.003217394602
726	0.003210305297
727	0.00320044349
728	0.003195675468
729	0.00318631069
730	0.003184151534
731	0.003182801696
732	0.003178650713
733	0.003169761105
734	0.003166880907
735	0.003165497901
736	0.003165066684
737	0.003158932655
738	0.00315486404
739	0.003154266277
740	0.003152186122
741	0.003147176281
742	0.003143361844
743	0.003141520863
744	0.003141236635
745	0.003135836586
746	0.003134675532
747	0.003128720801
748	0.003127899144
749	0.003126728317
750	0.003125808431
751	0.003124570621
752	0.003123372871
753	0.003116051377
754	0.003114670681
755	0.00311188047
756	0.003109973111
757	0.003102589374
758	0.003098652496
759	0.003096009494
760	0.003090147743
761	0.003087385849
762	0.003081105144
763	0.003075851416
764	0.003074126652
765	0.003070072075
766	0.003065404004
767	0.003056918403
768	0.0030563616
769	0.003052456287
770	0.003050251295
771	0.003043620196
772	0.003039454202
773	0.003038523485
774	0.003034777357
775	0.003033895374
776	0.003032826058
777	0.003027582968
778	0.003024513692
779	0.003017469985
780	0.003015097473
781	0.003010505418
782	0.003008756879
783	0.003006746183
784	0.003000906861
785	0.0029998498
786	0.002996301242
787	0.00299428242
788	0.002989402471
789	0.002984626002
790	0.002981186843
791	0.002978056159
792	0.002972856027
793	0.002968950469
794	0.002963178316
795	0.002958415439
796	0.002954588708
797	0.002953894305
798	0.002949050297
799	0.0029473356
800	0.002943148368
801	0.002941870168
802	0.002935034745
803	0.002926128675
804	0.002923004187
805	0.002915552709
806	0.002913432177
807	0.00290896286
808	0.002907294895
809	0.00290703133
810	0.002899946579
811	0.002897690136
812	0.002896785211
813	0.002891789407
814	0.002884000719
815	0.002874676446
816	0.00286953674
817	0.002867113331
818	0.002863500244
819	0.002860241553
820	0.002856026897
821	0.002849263938
822	0.002843633014
823	0.002837691359
824	0.002837565037
825	0.002831560016
826	0.002829524081
827	0.002826345481
828	0.002822928192
829	0.002816622051
830	0.002813678763
831	0.002811537429
832	0.002811018937
833	0.002802685032
834	0.002797404681
835	0.002796350454
836	0.00279441246
837	0.00279355761
838	0.002788750906
839	0.002783191159
840	0.002778592623
841	0.002775227024
842	0.002770997668
843	0.00276589531
844	0.002763897964
845	0.002758634882
846	0.002757641502
847	0.002755191173
848	0.002753612089
849	0.002749022732
850	0.002748020361
851	0.00274733833
852	0.002744380817
853	0.002742955082
854	0.002740916756
855	0.002739891439
856	0.002733595572
857	0.002732065375
858	0.002724443851
859	0.002718340013
860	0.002718028121
861	0.002712241174
862	0.002710037411
863	0.002709329934
864	0.002709127009
865	0.002707971801
866	0.002702287403
867	0.00270198029
868	0.002698185103
869	0.002692189408
870	0.002687873733
871	0.002684785641
872	0.002682260904
873	0.002680323041
874	0.002674867792
875	0.002674668164
876	0.002668949156
877	0.002668758318
878	0.002663134363
879	0.002656791282
880	0.002656205327
881	0.002654738684
882	0.002649406981
883	0.002647581676
884	0.002645979112
885	0.002643110062
886	0.002636678058
887	0.002633409354
888	0.002630132561
889	0.002627969097
890	0.002623021877
891	0.002621863689
892	0.002618829718
893	0.002618547557
894	0.002618066557
895	0.00261779456
896	0.002617527608
897	0.002615296536
898	0.002608718211
899	0.0026066746
900	0.002606575521
901	0.002602737695
902	0.002598812701
903	0.002594144738
904	0.002586334942
905	0.002582337706
906	0.002579762739
907	0.002577130613
908	0.00257497905
909	0.002573675497
910	0.0025701393
911	0.002566304388
912	0.002562563644
913	0.002561342696
914	0.00255991801
915	0.002557059107
916	0.002556203147
917	0.002554039211
918	0.002549011448
919	0.002546558646
920	0.002539153069
921	0.002536595469
922	0.002533357741
923	0.002529952307
924	0.002523223256
925	0.002514053885
926	0.002507263688
927	0.002506163584
928	0.002503470422
929	0.002500519897
930	0.002496893252
931	0.002492429868
932	0.002486916463
933	0.002482186962
934	0.002475772582
935	0.002471736593
936	0.002466151372
937	0.002461641551
938	0.002457477369
939	0.00245435162
940	0.002452158833
941	0.002446454501
942	0.00244412662
943	0.002440435114
944	0.002434515424
945	0.002431885863
946	0.00242802457
947	0.002422573367
948	0.002419245779
949	0.002416317332
950	0.002414621396
951	0.002411078255
952	0.002409395591
953	0.002407697345
954	0.002405933497
955	0.002401212491
956	0.002399375704
957	0.002391617054
958	0.0023886729
959	0.002388501175
960	0.002383038204
961	0.002380446847
962	0.002377642132
963	0.002373384153
964	0.002371581255
965	0.002368557488
966	0.002366834522
967	0.002365048715
968	0.002359896838
969	0.002357839599
970	0.002353354714
971	0.002352565828
972	0.002348606302
973	0.002346259225
974	0.002342802445
975	0.002340860423
976	0.002336965832
977	0.00233293068
978	0.002330692941
979	0.002330576953
980	0.002324842555
981	0.002321339697
982	0.002318959801
983	0.002317351003
984	0.002315469093
985	0.002309853727
986	0.002305197589
987	0.002302309304
988	0.002300846896
989	0.002299084351
990	0.002295033834
991	0.00229388359
992	0.002290126728
993	0.00228703066
994	0.00228487723
995	0.002284099875
996	0.002283989849
997	0.002281176159
998	0.002277654303
999	0.002274493422
